Использование памяти (RSS): 306.98 MB
Использование CPU: 0.00%

         190403 function calls (179442 primitive calls) in 2.577 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 trainer.py:289(_clear_previous_trainer_metrics)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
      189    0.000    0.000    0.000    0.000 lock_util.py:109(_validate_group_id)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        5    0.000    0.000    0.000    0.000 tensor_util.py:328(inner)
       12    0.000    0.000    0.000    0.000 layer.py:660(non_trainable_weights)
       99    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 options.py:666(__setattr__)
        1    0.000    0.000    0.000    0.000 text.py:238(sequences_to_matrix)
        7    0.000    0.000    0.000    0.000 random.py:291(randrange)
      152    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        4    0.000    0.000    0.000    0.000 nest.py:298(assert_same_structure)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        3    0.000    0.000    0.000    0.000 function_utils.py:83(get_func_name)
       32    0.000    0.000    0.000    0.000 nest_util.py:270(_tf_core_sorted)
      159    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 tensor_shape.py:1416(is_fully_defined)
        4    0.000    0.000    0.000    0.000 monitoring.py:514(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:136(deserialize)
       60    0.000    0.000    0.000    0.000 encoder.py:334(_iterencode_dict)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       10    0.000    0.000    0.000    0.000 resource_variable_ops.py:319(_maybe_set_handle_data)
       11    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       15    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewBufferFromString}
       56    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       61    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
       38    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
       10    0.000    0.000    0.000    0.000 object_identity.py:214(__contains__)
        9    0.000    0.000    0.000    0.000 tensor_util.py:404(_is_array_like)
       47    0.000    0.000    0.000    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       20    0.000    0.000    0.000    0.000 capture_container.py:42(__setitem__)
       41    0.000    0.000    0.000    0.000 tracking.py:14(__exit__)
        4    0.000    0.000    0.000    0.000 conversion.py:222(cache_allowlisted)
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      140    0.000    0.000    0.000    0.000 _parser.py:256(match)
        1    0.000    0.000    0.000    0.000 callback_list.py:241(on_predict_begin)
      111    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       94    0.000    0.000    0.000    0.000 ops.py:4328(_distribution_strategy_stack)
        1    0.000    0.000    0.000    0.000 ops.py:383(numpy)
       19    0.000    0.000    0.000    0.000 metric.py:236(__setattr__)
       73    0.000    0.000    0.000    0.000 ops.py:2297(_get_control_flow_context)
       71    0.000    0.000    0.000    0.000 tensor_shape.py:918(__len__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1349(experimental_distribute_dataset)
       35    0.000    0.000    0.000    0.000 function.py:213(make_node_key)
       18    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        2    0.000    0.000    0.000    0.000 device_spec.py:215(make_merged_spec)
      237    0.000    0.000    0.000    0.000 base.py:303(id)
       11    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       14    0.000    0.000    0.000    0.000 dataset_ops.py:667(_metadata)
        2    0.000    0.000    0.000    0.000 context.py:1307(_compute_gpu_options)
       20    0.000    0.000    0.000    0.000 auto_control_deps_utils.py:101(<genexpr>)
        1    0.000    0.000    0.000    0.000 sequential.py:78(add)
       24    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
       27    0.000    0.000    0.000    0.000 object_registration.py:58(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:468(acquire)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       12    0.000    0.000    0.000    0.000 ops.py:2095(_variable_creator_scope)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        5    0.000    0.000    0.000    0.000 lazy_loader.py:72(__setattr__)
       42    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
        1    0.000    0.000    0.000    0.000 layer.py:1490(_flatten_layers)
      331    0.000    0.000    0.000    0.000 config.py:257(backend)
        2    0.000    0.000    0.000    0.000 options.py:307(_to_proto)
       94    0.000    0.000    0.000    0.000 ops.py:2232(_variable_creator_stack)
       68    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 structure.py:412(<lambda>)
      107    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:189(_get_detector)
      125    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 serialization_lib.py:46(__enter__)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
       13    0.000    0.000    0.000    0.000 typing.py:1806(_allow_reckless_class_checks)
        2    0.000    0.000    0.000    0.000 optree_impl.py:225(_multiyield_flat_up_to)
       56    0.000    0.000    0.000    0.000 registry.py:73(list)
       27    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       24    0.000    0.000    0.000    0.000 __init__.py:102(find_spec)
        3    0.000    0.000    0.000    0.000 tensor_util.py:175(SlowAppendInt64ArrayToTensorProto)
       63    0.000    0.000    0.000    0.000 structure.py:292(<genexpr>)
        7    0.000    0.000    0.000    0.000 operation.py:256(output)
       12    0.000    0.000    0.000    0.000 inspect.py:2915(kwargs)
        5    0.000    0.000    0.000    0.000 tensor.py:795(sanitize_spec_name)
       12    0.000    0.000    0.000    0.000 context.py:1104(device_spec)
       14    0.000    0.000    0.000    0.000 nest.py:163(is_nested)
       18    0.000    0.000    0.000    0.000 layer.py:750(quantization_mode)
       20    0.000    0.000    0.000    0.000 ops.py:3154(get_collection_ref)
      138    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 tensor_shape.py:276(is_compatible_with)
       10    0.000    0.000    0.000    0.000 ops.py:3793(_pop_control_dependencies_controller)
        9    0.000    0.000    0.000    0.000 ag_ctx.py:34(control_status_ctx)
        1    0.000    0.000    0.000    0.000 audio_segment.py:108(read_wav_audio)
        1    0.000    0.000    0.000    0.000 losses.py:1(<module>)
        8    0.000    0.000    0.000    0.000 function_type.py:146(__eq__)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:47(on_predict_begin)
       57    0.000    0.000    0.000    0.000 control_flow_util.py:176(GetOutputContext)
        4    0.000    0.000    0.000    0.000 atomic_function.py:89(__init__)
       98    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
       12    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        5    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
      146    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
       73    0.000    0.000    0.000    0.000 _parser.py:293(tell)
        2    0.000    0.000    0.000    0.000 options.py:418(_to_proto)
       67    0.000    0.000    0.000    0.000 ops.py:4253(_device_function_stack)
        4    0.000    0.000    0.000    0.000 ops.py:802(convert_to_tensor_or_composite)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3982(__enter__)
       10    0.000    0.000    0.000    0.000 object_identity.py:75(__init__)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
       24    0.000    0.000    0.000    0.000 resource_variable_ops.py:247(_handle_graph)
        1    0.000    0.000    0.000    0.000 compile_utils.py:409(__init__)
        2    0.000    0.000    0.000    0.000 data_structures.py:541(_update_snapshot)
        3    0.000    0.000    0.000    0.000 context.py:1521(remove_function)
        4    0.000    0.000    0.000    0.000 composite_tensor_utils.py:24(flatten_with_variables)
       36    0.000    0.000    0.000    0.000 attrs.py:47(__init__)
     12/7    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
       20    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
      155    0.000    0.000    0.000    0.000 base.py:408(_deferred_dependencies)
       35    0.000    0.000    0.000    0.000 node.py:95(parent_nodes)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        6    0.000    0.000    0.000    0.000 contextlib.py:530(callback)
      182    0.000    0.000    0.000    0.000 base.py:49(__init__)
       16    0.000    0.000    0.000    0.000 {method 'append' of 'google._upb._message.RepeatedCompositeContainer' objects}
       24    0.000    0.000    0.000    0.000 module_utils.py:31(__getattr__)
       26    0.000    0.000    0.000    0.000 tensor_shape.py:931(__iter__)
        6    0.000    0.000    0.000    0.000 context.py:1113(device)
       15    0.000    0.000    0.000    0.000 tracking.py:255(__init__)
       10    0.000    0.000    0.000    0.000 variables.py:316(constraint)
        1    0.000    0.000    0.000    0.000 nest.py:92(map_structure)
        1    0.000    0.000    0.000    0.000 functional.py:231(_convert_inputs_to_tensors)
        2    0.000    0.000    0.000    0.000 progbar_logger.py:82(_maybe_init_progbar)
        9    0.000    0.000    0.000    0.000 ag_ctx.py:76(__exit__)
      154    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 text.py:176(texts_to_sequences)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetConfig}
        5    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter0}
        9    0.000    0.000    0.000    0.000 dtype_policy.py:322(dtype_policy)
      229    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        4    0.000    0.000    0.000    0.000 conversion.py:214(is_in_allowlist_cache)
      305    0.000    0.000    0.000    0.000 inspect.py:2800(annotation)
      134    0.000    0.000    0.000    0.000 ops.py:2558(building_function)
       24    0.000    0.000    0.000    0.000 object_identity.py:211(_wrap_key)
       12    0.000    0.000    0.000    0.000 context.py:1109(_set_device)
       57    0.000    0.000    0.000    0.000 op_def_library.py:84(_IsListParameter)
        1    0.000    0.000    0.000    0.000 wave.py:298(__exit__)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        5    0.000    0.000    0.000    0.000 threading.py:1108(_delete)
       39    0.000    0.000    0.000    0.000 func_graph.py:1136(<genexpr>)
      170    0.000    0.000    0.000    0.000 ops.py:1274(_get_control_flow_context)
       19    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GetBuffer}
        2    0.000    0.000    0.000    0.000 wave.py:311(close)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        7    0.000    0.000    0.000    0.000 monitoring.py:165(increase_by)
       68    0.000    0.000    0.000    0.000 base_optimizer.py:830(_check_super_called)
      169    0.000    0.000    0.000    0.000 context.py:2240(context_switches)
       46    0.000    0.000    0.000    0.000 layer.py:1459(_check_super_called)
      154    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        5    0.000    0.000    0.000    0.000 device_spec.py:315(_string_to_components)
       10    0.000    0.000    0.000    0.000 ops.py:3847(control_dependencies)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:1227(most_specific_common_supertype)
        8    0.000    0.000    0.000    0.000 variable_scope.py:1178(set_use_resource)
        4    0.000    0.000    0.000    0.000 ops.py:827(internal_convert_to_tensor_or_composite)
        7    0.000    0.000    0.000    0.000 operation.py:268(_get_node_attribute_at_index)
        6    0.000    0.000    0.000    0.000 tf2.py:35(enabled)
       57    0.000    0.000    0.000    0.000 ops.py:5547(__init__)
      219    0.000    0.000    0.000    0.000 tensor_shape.py:270(value)
       45    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
        8    0.000    0.000    0.000    0.000 func_graph.py:859(internal_captures)
        2    0.000    0.000    0.000    0.000 trainer.py:220(_resolve_auto_jit_compile)
        1    0.000    0.000    0.000    0.000 nest_util.py:1111(_tf_data_map_structure)
        2    0.000    0.000    0.000    0.000 optree_impl.py:206(_yield_flat_up_to)
        1    0.000    0.000    0.000    0.000 handle_data_util.py:24(get_resource_handle_data)
        1    0.000    0.000    0.000    0.000 ops.py:371(_numpy)
        8    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       20    0.000    0.000    0.000    0.000 auto_control_deps.py:430(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 logging_utils.py:8(log_conversion)
        4    0.000    0.000    0.000    0.000 func_graph.py:573(variables)
       14    0.000    0.000    0.000    0.000 nest_util.py:134(is_nested)
       12    0.000    0.000    0.000    0.000 distribute_lib.py:675(_get_default_strategy)
        6    0.000    0.000    0.000    0.000 subprocess.py:1414(_make_inheritable)
       16    0.000    0.000    0.000    0.000 capture_container.py:34(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:1771(currentframe)
       63    0.000    0.000    0.000    0.000 <frozen codecs>:327(reset)
        2    0.000    0.000    0.000    0.000 wave.py:598(_ensure_header_written)
       29    0.000    0.000    0.000    0.000 enum.py:1267(__hash__)
        1    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       10    0.000    0.000    0.000    0.000 variables.py:193(_maybe_autocast)
       82    0.000    0.000    0.000    0.000 base.py:336(__init__)
       10    0.000    0.000    0.000    0.000 override_binary_operator.py:46(maybe_promote_tensors)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        4    0.000    0.000    0.000    0.000 ops.py:3219(get_all_collection_keys)
        2    0.000    0.000    0.000    0.000 trainer.py:202(jit_compile)
        4    0.000    0.000    0.000    0.000 variable_scope.py:2719(variable_creator_scope)
        4    0.000    0.000    0.000    0.000 cache.py:46(__getitem__)
        4    0.000    0.000    0.000    0.000 ops.py:5459(get_collection)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
        1    0.000    0.000    0.000    0.000 tensor.py:1463(<lambda>)
      136    0.000    0.000    0.000    0.000 tensor.py:874(dtype)
       33    0.000    0.000    0.000    0.000 flags.py:25(config)
       34    0.000    0.000    0.000    0.000 object_identity.py:61(__hash__)
        4    0.000    0.000    0.000    0.000 cache.py:39(has)
        1    0.000    0.000    0.000    0.000 loss.py:39(__init__)
        4    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
       15    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        2    0.000    0.000    0.000    0.000 ops.py:722(internal_convert_n_to_tensor)
        1    0.000    0.000    0.000    0.000 functional.py:244(_adjust_input_rank)
        1    0.000    0.000    0.000    0.000 _base.py:328(__init__)
        9    0.000    0.000    0.000    0.000 ag_ctx.py:68(__enter__)
       97    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       72    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     52/3    0.000    0.000    0.000    0.000 ops.py:1462(inputs)
       10    0.000    0.000    0.000    0.000 ops.py:3780(add_op)
    21/13    0.000    0.000    0.000    0.000 dataset_ops.py:4484(element_spec)
        1    0.000    0.000    0.000    0.000 executor.py:72(new_executor)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
       45    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
       47    0.000    0.000    0.000    0.000 array_ops.py:1288(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:988(format)
       64    0.000    0.000    0.000    0.000 ops.py:2239(_check_not_finalized)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4657(_to_tensor_list)
        1    0.000    0.000    0.000    0.000 core.py:898(convert_to_tensor)
        6    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        4    0.000    0.000    0.000    0.000 default_types.py:750(to_tensors)
        4    0.000    0.000    0.000    0.000 context.py:3023(_tmp_in_graph_mode)
        4    0.000    0.000    0.000    0.000 function_type_utils.py:185(to_arg_names)
        2    0.000    0.000    0.000    0.000 text.py:179(texts_to_sequences_generator)
       24    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        8    0.000    0.000    0.000    0.000 data_structures.py:886(_dirty)
        1    0.000    0.000    0.000    0.000 progbar.py:26(__init__)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        9    0.000    0.000    0.000    0.000 conversion.py:42(_is_known_loaded_type)
        1    0.000    0.000    0.000    0.000 tensor_util.py:896(constant_value)
        4    0.000    0.000    0.000    0.000 tensor_util.py:345(_check_not_tensor)
       21    0.000    0.000    0.000    0.000 dense.py:151(compute_output_shape)
        7    0.000    0.000    0.000    0.000 random.py:242(_randbelow_with_getrandbits)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:542(_allow_reckless_class_checks)
        6    0.000    0.000    0.000    0.000 attributes.py:121(_parse_func_attr_value)
        7    0.000    0.000    0.000    0.000 save_context.py:59(in_save_context)
       34    0.000    0.000    0.000    0.000 base_optimizer.py:147(<lambda>)
        3    0.000    0.000    0.000    0.000 saving_utils.py:192(_is_single_object)
        2    0.000    0.000    0.000    0.000 options.py:118(_to_proto)
       16    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _base.py:537(set_result)
       10    0.000    0.000    0.000    0.000 input_spec.py:51(__init__)
       19    0.000    0.000    0.000    0.000 api_export.py:23(get_symbol_from_name)
        9    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       13    0.000    0.000    0.000    0.000 typing.py:1795(_caller)
       19    0.000    0.000    0.000    0.000 api_export.py:27(get_name_from_symbol)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
        1    0.000    0.000    0.000    0.000 tree_api.py:267(lists_to_tuples)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedForData}
        1    0.000    0.000    0.000    0.000 wave.py:608(_write_header)
        9    0.000    0.000    0.000    0.000 inspect.py:1809(_shadowed_dict_from_weakref_mro_tuple)
      111    0.000    0.000    0.000    0.000 inspect.py:2884(__init__)
      109    0.000    0.000    0.000    0.000 dtype_policy.py:114(compute_dtype)
        4    0.000    0.000    0.000    0.000 threading.py:1081(_stop)
        8    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
       86    0.000    0.000    0.000    0.000 keras_tensor.py:46(shape)
       14    0.000    0.000    0.000    0.000 functional.py:132(<genexpr>)
       11    0.000    0.000    0.000    0.000 context.py:147(xla_sharding_for_resource_variables_enabled)
      102    0.000    0.000    0.000    0.000 traceable_stack.py:129(<genexpr>)
       10    0.000    0.000    0.000    0.000 ops.py:3790(_push_control_dependencies_controller)
        1    0.000    0.000    0.000    0.000 sequential.py:136(_maybe_rebuild)
        4    0.000    0.000    0.000    0.000 auto_control_deps.py:201(__init__)
        1    0.000    0.000    0.000    0.000 tf_stack.py:35(<lambda>)
        2    0.000    0.000    0.000    0.000 io_utils.py:41(is_interactive_logging_enabled)
       51    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 compat.py:65(forward_compatible)
       22    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
       24    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsCompositeTensor}
        1    0.000    0.000    0.000    0.000 {built-in method nt.access}
        2    0.000    0.000    0.000    0.000 context.py:1183(executor)
       11    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        5    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        5    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       15    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
        1    0.000    0.000    0.000    0.000 wave.py:377(_read_fmt_chunk)
        7    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringCounterCellIncrementBy}
        4    0.000    0.000    0.000    0.000 func_graph.py:1189(flatten)
        1    0.000    0.000    0.000    0.000 array_slicing.py:52(cast)
       24    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMapping}
        9    0.000    0.000    0.000    0.000 api.py:283(autograph_artifact)
        4    0.000    0.000    0.000    0.000 ops.py:4852(inside_function)
        2    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
       13    0.000    0.000    0.000    0.000 tracking.py:215(pop)
        1    0.000    0.000    0.000    0.000 optree_impl.py:166(lists_to_tuples)
       50    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       24    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
       18    0.000    0.000    0.000    0.000 serialization_lib.py:50(__exit__)
       15    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       26    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsAttrs}
       24    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        8    0.000    0.000    0.000    0.000 device_spec.py:369(_components_to_string)
       16    0.000    0.000    0.000    0.000 model.py:757(functional_init_arguments)
        1    0.000    0.000    0.000    0.000 __init__.py:690(format)
       28    0.000    0.000    0.000    0.000 module_utils.py:12(available)
       34    0.000    0.000    0.000    0.000 function_type.py:103(optional)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:1223(scope)
        1    0.000    0.000    0.000    0.000 functional.py:215(_maybe_warn_inputs_struct_mismatch)
      111    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 device_spec.py:286(_get_combined_properties)
       75    0.000    0.000    0.000    0.000 context.py:1035(_handle)
       86    0.000    0.000    0.000    0.000 tensor.py:869(shape)
       92    0.000    0.000    0.000    0.000 layer.py:379(input_spec)
       34    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       24    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMappingView}
        8    0.000    0.000    0.000    0.000 func_graph.py:869(deferred_internal_captures)
       57    0.000    0.000    0.000    0.000 node.py:54(<genexpr>)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       33    0.000    0.000    0.000    0.000 base.py:61(__iter__)
       26    0.000    0.000    0.000    0.000 trace_type_builder.py:61(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:121(as_numpy_dtype)
        2    0.000    0.000    0.000    0.000 options.py:244(_to_proto)
        8    0.000    0.000    0.000    0.000 func_graph.py:1101(<genexpr>)
        1    0.000    0.000    0.000    0.000 from_tensor_slices_op.py:39(<lambda>)
       38    0.000    0.000    0.000    0.000 tensor_shape.py:1508(__hash__)
        3    0.000    0.000    0.000    0.000 ops.py:467(tree_structure)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        4    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
       36    0.000    0.000    0.000    0.000 options.py:65(_set_mutable)
       47    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       33    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
       10    0.000    0.000    0.000    0.000 threading.py:1485(current_thread)
     14/9    0.000    0.000    0.000    0.000 tensor_util.py:265(_GetDenseDimensions)
       17    0.000    0.000    0.000    0.000 inspect.py:2534(<lambda>)
       45    0.000    0.000    0.000    0.000 trace_type_builder.py:31(__init__)
       63    0.000    0.000    0.000    0.000 lock_util.py:121(__init__)
        4    0.000    0.000    0.000    0.000 monitoring.py:324(set)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
        1    0.000    0.000    0.000    0.000 tf_stack.py:71(__init__)
        2    0.000    0.000    0.000    0.000 default_types.py:381(__hash__)
        1    0.000    0.000    0.000    0.000 device_spec.py:239(replace)
        4    0.000    0.000    0.000    0.000 concrete_function.py:77(_inference_name)
       36    0.000    0.000    0.000    0.000 keras_tensor.py:355(is_keras_tensor)
        7    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
       60    0.000    0.000    0.000    0.000 tensor_shape.py:1225(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        3    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        3    0.000    0.000    0.000    0.000 config_lib.py:58(get_action)
       45    0.000    0.000    0.000    0.000 data_structures.py:431(__getitem__)
        1    0.000    0.000    0.000    0.000 tensor.py:1196(_unbatch)
        1    0.000    0.000    0.000    0.000 zip_op.py:57(_inputs)
       14    0.000    0.000    0.000    0.000 tensor_shape.py:913(ndims)
       78    0.000    0.000    0.000    0.000 op_def_library.py:250(_MaybeColocateWith)
        1    0.000    0.000    0.000    0.000 __init__.py:1137(flush)
        2    0.000    0.000    0.000    0.000 utils.py:202(fsdecode)
        5    0.000    0.000    0.000    0.000 __init__.py:91(get)
        4    0.000    0.000    0.000    0.000 weakref.py:369(remove)
       14    0.000    0.000    0.000    0.000 threading.py:1236(daemon)
        2    0.000    0.000    0.000    0.000 polymorphic_function.py:770(experimental_get_tracing_count)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 optree_impl.py:117(pack_sequence_as)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
       32    0.000    0.000    0.000    0.000 context.py:1228(rewriter_toggle)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        5    0.000    0.000    0.000    0.000 __init__.py:447(_make)
       96    0.000    0.000    0.000    0.000 variables.py:266(trainable)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        1    0.000    0.000    0.000    0.000 tree_api.py:180(assert_same_structure)
        2    0.000    0.000    0.000    0.000 tf_decorator.py:200(rewrap)
       45    0.000    0.000    0.000    0.000 layer.py:710(dtype_policy)
        1    0.000    0.000    0.000    0.000 function_type.py:438(pack_output)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:4011(_scope)
